epiweek,time_value,issue,geo_type,geo_value,week,weekorder,sarscov2_tests,sarscov2_positive_tests,flu_tests,flu_positive_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,year
202438,2024-09-21,2025-02-20,province,bc,38,4,3075,531,3033,60,28,4,0,60,0,3033,12,831,7,2,5,8,0,831,2,831,4,823,186,823,4,2024
202438,2024-09-21,2025-02-20,province,yt,38,4,50,6,37,1,0,0,0,1,0,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202438,2024-09-21,2025-02-20,province,nt,38,4,47,6,45,0,0,0,0,0,0,45,0,NA,NA,NA,NA,NA,NA,45,0,45,0,45,16,NA,NA,2024
202438,2024-09-21,2025-02-20,province,nu,38,4,111,10,88,0,0,0,0,0,0,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202438,2024-09-21,2025-02-20,region,territories,38,4,208,22,170,1,0,0,0,1,0,170,0,NA,NA,NA,NA,NA,NA,45,0,45,0,45,16,NA,NA,2024
202438,2024-09-21,2025-02-20,nation,ca,38,4,32453,6121,21217,112,40,7,26,102,10,19795,111,8906,22,16,20,19,39,8970,65,8894,20,8999,1710,7456,54,2024
202439,2024-09-28,2025-02-20,province,nl,39,5,789,103,641,0,0,0,0,0,0,641,0,641,2,0,1,3,0,641,4,641,4,641,164,641,3,2024
202439,2024-09-28,2025-02-20,province,pe,39,5,161,28,68,0,0,0,0,0,0,68,3,19,0,0,0,0,0,19,0,19,0,19,10,19,1,2024
202439,2024-09-28,2025-02-20,province,ns,39,5,1560,286,1496,4,0,0,4,4,0,1393,0,36,0,0,0,0,0,36,1,36,0,36,7,36,1,2024
202439,2024-09-28,2025-02-20,province,nb,39,5,1348,212,880,2,1,0,1,2,0,880,0,138,0,0,0,0,0,138,3,138,0,138,43,138,2,2024
202439,2024-09-28,2025-02-20,region,atlantic,39,5,3858,629,3085,6,1,0,5,6,0,2982,3,834,2,0,1,3,0,834,8,834,4,834,224,834,7,2024
202439,2024-09-28,2025-02-20,lab,région nord est,39,5,1572,304,1310,1,0,0,1,1,0,643,3,123,0,0,1,0,0,123,5,118,0,123,47,123,3,2024
202439,2024-09-28,2025-02-20,lab,québec chaudière appalaches,39,5,1631,261,1152,4,0,0,0,0,4,1152,14,553,0,1,0,1,0,563,24,554,0,570,130,491,11,2024
202439,2024-09-28,2025-02-20,lab,centre du québec,39,5,2540,583,868,2,0,0,2,2,0,632,28,43,1,1,0,1,0,42,0,43,0,43,10,43,2,2024
202439,2024-09-28,2025-02-20,lab,montréal laval,39,5,2114,340,1806,7,0,0,7,7,0,1696,50,953,4,8,1,3,0,953,18,955,0,986,167,953,4,2024
202439,2024-09-28,2025-02-20,lab,ouest du québec,39,5,1719,437,811,0,0,0,0,0,0,811,8,28,0,0,0,0,0,28,1,28,0,30,15,28,1,2024
202439,2024-09-28,2025-02-20,lab,montérégie,39,5,1756,382,1363,1,0,0,0,0,1,1363,20,14,0,0,0,0,0,14,0,14,0,19,2,14,0,2024
202439,2024-09-28,2025-02-20,province,qc,39,5,11332,2307,7310,15,0,0,10,10,5,6297,123,1714,5,10,2,5,0,1723,48,1712,0,1771,371,1652,21,2024
202439,2024-09-28,2025-02-20,lab,ottawa phl,39,5,218,98,149,0,0,0,0,0,0,149,0,108,0,0,0,0,3,108,1,108,1,108,23,108,2,2024
202439,2024-09-28,2025-02-20,lab,eorla,39,5,854,113,420,0,0,0,0,0,0,420,9,30,1,1,0,0,0,30,1,30,0,30,7,30,0,2024
202439,2024-09-28,2025-02-20,lab,kingston phl,39,5,210,50,86,0,0,0,0,0,0,86,0,54,0,0,0,0,0,54,0,54,0,54,12,54,0,2024
202439,2024-09-28,2025-02-20,lab,peterborough phl,39,5,130,49,123,0,0,0,0,0,0,123,2,67,0,0,0,0,5,67,1,67,0,67,28,67,0,2024
202439,2024-09-28,2025-02-20,lab,cphl toronto,39,5,538,157,784,2,4,3,0,2,0,785,0,691,0,0,0,0,26,691,2,690,3,691,183,690,9,2024
202439,2024-09-28,2025-02-20,lab,uhn mount sinai hospital,39,5,898,82,807,1,0,0,1,1,0,807,2,93,0,0,0,0,0,93,1,93,0,93,3,93,0,2024
202439,2024-09-28,2025-02-20,lab,sick kids hospital toronto,39,5,88,3,112,0,0,0,0,0,0,112,3,112,2,0,0,1,0,112,1,112,0,112,47,112,1,2024
202439,2024-09-28,2025-02-20,lab,shared hospital laboratory,39,5,1471,98,1126,4,3,0,0,3,1,1126,7,1127,0,0,0,0,5,1127,3,1130,3,1130,129,1130,0,2024
202439,2024-09-28,2025-02-20,lab,hamilton phl,39,5,38,9,64,1,2,1,0,1,0,64,0,63,0,0,0,0,2,63,0,63,0,63,30,63,0,2024
202439,2024-09-28,2025-02-20,lab,st josephs hamilton,39,5,1746,176,1576,4,0,0,3,3,1,1576,1,1576,0,0,4,0,0,1576,2,1576,1,1576,221,0,0,2024
202439,2024-09-28,2025-02-20,lab,london phl,39,5,388,155,320,0,0,0,0,0,0,320,0,256,0,0,0,0,0,256,0,256,1,256,38,256,0,2024
202439,2024-09-28,2025-02-20,lab,st josephs london,39,5,499,64,67,0,0,0,0,0,0,67,0,67,0,0,0,0,1,67,2,67,0,67,11,67,0,2024
202439,2024-09-28,2025-02-20,lab,orillia phl,39,5,1,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,6,3,6,0,2024
202439,2024-09-28,2025-02-20,lab,sudbury phl,39,5,20,4,23,0,0,0,0,0,0,23,0,19,0,0,0,0,0,19,0,19,0,19,5,19,0,2024
202439,2024-09-28,2025-02-20,lab,timmins phl,39,5,41,9,45,0,0,0,0,0,0,45,0,36,0,0,0,0,1,36,1,36,0,36,5,36,0,2024
202439,2024-09-28,2025-02-20,lab,sault ste marie phl,39,5,5,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,6,6,6,0,2024
202439,2024-09-28,2025-02-20,lab,sault area hospital,39,5,79,6,75,0,0,0,0,0,0,75,0,69,0,0,0,0,0,69,0,69,0,69,15,69,0,2024
202439,2024-09-28,2025-02-20,lab,thunder bay phl,39,5,57,22,49,0,0,0,0,0,0,49,0,39,0,0,0,0,0,39,0,39,0,39,8,39,0,2024
202439,2024-09-28,2025-02-20,province,on,39,5,7281,1095,5838,12,9,4,4,10,2,5839,24,4419,3,1,4,1,43,4419,15,4421,9,4422,774,2845,12,2024
202439,2024-09-28,2025-02-20,province,mb,39,5,1327,259,411,1,0,0,1,1,0,411,0,67,0,1,1,0,0,67,0,110,0,67,20,110,0,2024
202439,2024-09-28,2025-02-20,province,sk,39,5,1620,264,1088,3,0,0,3,3,0,995,6,445,0,1,0,1,0,445,1,445,1,445,85,445,0,2024
202439,2024-09-28,2025-02-20,province,ab,39,5,5249,632,1189,6,3,3,0,6,0,1113,6,1113,8,1,2,0,0,1113,12,1110,0,1099,248,1113,5,2024
202439,2024-09-28,2025-02-20,region,prairies,39,5,8196,1155,2688,10,3,3,4,10,0,2519,12,1625,8,3,3,1,0,1625,13,1665,1,1611,353,1668,5,2024
202439,2024-09-28,2025-02-20,province,bc,39,5,3446,637,3415,65,30,4,0,64,1,3415,7,843,8,3,1,2,0,843,2,843,6,833,209,833,3,2024
202439,2024-09-28,2025-02-20,province,yt,39,5,45,4,33,1,1,0,0,1,0,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202439,2024-09-28,2025-02-20,province,nt,39,5,40,1,40,0,0,0,0,0,0,40,0,NA,NA,NA,NA,NA,NA,40,2,40,0,40,14,NA,NA,2024
202439,2024-09-28,2025-02-20,province,nu,39,5,126,11,100,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202439,2024-09-28,2025-02-20,region,territories,39,5,211,16,173,1,1,0,0,1,0,173,0,NA,NA,NA,NA,NA,NA,40,2,40,0,40,14,NA,NA,2024
202439,2024-09-28,2025-02-20,nation,ca,39,5,34324,5839,22509,109,44,11,23,101,8,21225,169,9435,26,17,11,12,43,9484,88,9515,20,9511,1945,7832,48,2024
202440,2024-10-05,2025-02-20,province,nl,40,6,776,97,648,1,0,0,1,1,0,648,0,648,3,0,1,4,0,648,5,648,0,648,161,648,0,2024
202440,2024-10-05,2025-02-20,province,pe,40,6,196,22,68,0,0,0,0,0,0,68,0,21,0,0,1,0,0,21,0,21,0,21,12,21,0,2024
202440,2024-10-05,2025-02-20,province,ns,40,6,1659,294,1579,0,0,0,0,0,0,1469,4,53,0,0,0,1,0,53,1,53,0,53,21,53,0,2024
202440,2024-10-05,2025-02-20,province,nb,40,6,1194,167,841,0,0,0,0,0,0,841,1,167,0,2,2,0,0,167,1,167,0,167,46,167,5,2024
202440,2024-10-05,2025-02-20,region,atlantic,40,6,3825,580,3136,1,0,0,1,1,0,3026,5,889,3,2,4,5,0,889,7,889,0,889,240,889,5,2024
202440,2024-10-05,2025-02-20,lab,région nord est,40,6,1435,229,1338,1,0,0,1,1,0,638,2,118,2,3,2,1,0,118,6,110,0,118,35,118,7,2024
202440,2024-10-05,2025-02-20,lab,québec chaudière appalaches,40,6,1732,240,1148,3,0,0,0,0,3,1149,16,545,1,0,2,3,0,555,18,545,0,566,146,485,12,2024
202440,2024-10-05,2025-02-20,lab,centre du québec,40,6,2421,500,823,2,0,0,2,2,0,594,25,44,0,1,0,0,0,44,0,44,0,47,14,45,4,2024
202440,2024-10-05,2025-02-20,lab,montréal laval,40,6,1950,333,1677,10,0,0,8,8,2,1587,32,883,3,8,1,0,0,883,10,885,3,905,130,883,6,2024
202440,2024-10-05,2025-02-20,lab,ouest du québec,40,6,1510,299,734,2,0,0,1,1,1,734,13,28,0,0,0,1,0,28,1,28,0,28,9,28,2,2024
202440,2024-10-05,2025-02-20,lab,montérégie,40,6,1792,335,1363,5,0,0,3,3,2,1358,29,4,0,0,0,0,0,4,0,4,0,12,1,4,0,2024
202440,2024-10-05,2025-02-20,province,qc,40,6,10840,1936,7083,23,0,0,15,15,8,6060,117,1622,6,12,5,5,0,1632,35,1616,3,1676,335,1563,31,2024
202440,2024-10-05,2025-02-20,lab,ottawa phl,40,6,211,85,161,1,1,0,0,1,0,161,1,121,0,0,0,0,3,121,1,121,0,121,18,121,1,2024
202440,2024-10-05,2025-02-20,lab,eorla,40,6,846,110,460,0,0,0,0,0,0,460,10,47,0,0,0,0,0,47,0,47,0,47,16,47,0,2024
202440,2024-10-05,2025-02-20,lab,kingston phl,40,6,199,84,158,0,0,0,0,0,0,158,0,86,0,0,0,0,1,86,0,86,0,86,22,86,0,2024
202440,2024-10-05,2025-02-20,lab,peterborough phl,40,6,102,31,139,1,0,1,0,1,0,139,4,77,0,0,0,0,2,77,3,77,0,77,18,77,0,2024
202440,2024-10-05,2025-02-20,lab,cphl toronto,40,6,1007,281,1056,3,3,6,0,3,0,1060,2,938,0,0,0,0,41,939,5,937,1,938,270,937,6,2024
202440,2024-10-05,2025-02-20,lab,uhn mount sinai hospital,40,6,900,83,761,5,0,0,2,2,3,761,4,100,0,0,0,0,0,100,0,100,0,100,13,100,0,2024
202440,2024-10-05,2025-02-20,lab,sick kids hospital toronto,40,6,88,4,106,0,0,0,0,0,0,106,3,106,1,1,0,1,0,106,1,106,0,106,30,106,1,2024
202440,2024-10-05,2025-02-20,lab,shared hospital laboratory,40,6,1777,103,1425,1,1,0,0,1,0,1426,3,1440,0,0,0,0,14,1440,4,1445,3,1445,161,1445,0,2024
202440,2024-10-05,2025-02-20,lab,hamilton phl,40,6,82,26,101,0,3,2,0,0,0,102,0,93,0,0,0,0,3,93,3,92,0,93,19,92,0,2024
202440,2024-10-05,2025-02-20,lab,st josephs hamilton,40,6,1761,169,1620,2,0,0,2,2,0,1620,13,1620,0,0,1,0,0,1620,4,1620,3,1620,253,0,0,2024
202440,2024-10-05,2025-02-20,lab,london phl,40,6,429,155,467,0,0,0,0,0,0,467,0,380,0,0,0,0,5,380,2,380,0,380,67,380,3,2024
202440,2024-10-05,2025-02-20,lab,st josephs london,40,6,507,71,70,0,0,0,0,0,0,70,0,65,0,0,0,0,0,72,0,72,0,72,15,72,0,2024
202440,2024-10-05,2025-02-20,lab,orillia phl,40,6,22,5,17,0,0,0,0,0,0,17,0,17,0,0,0,0,0,17,0,17,0,17,7,17,0,2024
202440,2024-10-05,2025-02-20,lab,sudbury phl,40,6,24,7,26,0,0,0,0,0,0,26,0,18,0,0,0,0,0,18,0,18,0,18,5,18,0,2024
202440,2024-10-05,2025-02-20,lab,timmins phl,40,6,34,14,30,0,0,0,0,0,0,30,0,17,0,0,0,0,0,17,0,17,1,17,5,17,0,2024
202440,2024-10-05,2025-02-20,lab,sault ste marie phl,40,6,14,1,14,0,0,0,0,0,0,14,0,14,0,0,0,0,2,14,0,14,0,14,6,14,0,2024
202440,2024-10-05,2025-02-20,lab,sault area hospital,40,6,93,8,86,0,0,0,0,0,0,86,0,69,0,0,0,0,0,69,0,69,0,69,20,69,1,2024
202440,2024-10-05,2025-02-20,lab,thunder bay phl,40,6,65,36,64,0,0,0,0,0,0,64,0,39,0,0,0,0,1,39,0,39,0,39,2,39,0,2024
202440,2024-10-05,2025-02-20,province,on,40,6,8161,1273,6761,13,8,9,4,10,3,6767,40,5247,1,1,1,1,72,5255,23,5257,8,5259,947,3637,12,2024
202440,2024-10-05,2025-02-20,province,mb,40,6,1350,265,401,1,0,0,1,1,0,401,0,102,0,0,0,1,0,102,3,139,0,102,39,139,0,2024
202440,2024-10-05,2025-02-20,province,sk,40,6,1894,309,1257,7,1,2,4,7,0,1162,1,513,0,1,0,1,0,513,4,513,0,513,110,513,3,2024
202440,2024-10-05,2025-02-20,province,ab,40,6,5212,634,2007,16,12,4,0,16,0,1878,3,1121,9,4,1,0,0,1120,11,1117,0,1100,191,1121,1,2024
202440,2024-10-05,2025-02-20,region,prairies,40,6,8456,1208,3665,24,13,6,5,24,0,3441,4,1736,9,5,1,2,0,1735,18,1769,0,1715,340,1773,4,2024
202440,2024-10-05,2025-02-20,province,bc,40,6,3588,630,3554,39,16,2,1,38,1,3539,14,878,5,4,1,8,0,915,16,878,13,901,194,872,4,2024
202440,2024-10-05,2025-02-20,province,yt,40,6,34,1,18,0,0,0,0,0,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202440,2024-10-05,2025-02-20,province,nt,40,6,38,2,38,0,0,0,0,0,0,38,0,NA,NA,NA,NA,NA,NA,38,4,38,1,38,14,NA,NA,2024
202440,2024-10-05,2025-02-20,province,nu,40,6,73,4,53,0,0,0,0,0,0,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202440,2024-10-05,2025-02-20,region,territories,40,6,145,7,109,0,0,0,0,0,0,109,0,NA,NA,NA,NA,NA,NA,38,4,38,1,38,14,NA,NA,2024
202440,2024-10-05,2025-02-20,nation,ca,40,6,35015,5634,24308,100,37,17,26,88,12,22942,180,10372,24,24,12,21,72,10464,103,10447,25,10478,2070,8734,56,2024
202441,2024-10-12,2025-02-20,province,nl,41,7,777,76,673,0,0,0,0,0,0,673,1,673,2,0,1,8,0,673,9,673,1,673,164,673,1,2024
202441,2024-10-12,2025-02-20,province,pe,41,7,172,24,79,0,0,0,0,0,0,79,2,35,0,0,2,0,0,35,2,35,0,35,12,35,1,2024
202441,2024-10-12,2025-02-20,province,ns,41,7,1585,236,1455,1,0,0,1,1,0,1336,7,54,0,0,0,0,0,54,1,54,0,54,9,54,0,2024
202441,2024-10-12,2025-02-20,province,nb,41,7,1110,133,789,0,0,0,0,0,0,789,0,159,1,1,0,1,0,159,2,159,0,159,43,159,0,2024
202441,2024-10-12,2025-02-20,region,atlantic,41,7,3644,469,2996,1,0,0,1,1,0,2877,10,921,3,1,3,9,0,921,14,921,1,921,228,921,2,2024
202441,2024-10-12,2025-02-20,lab,région nord est,41,7,1444,220,1221,0,0,0,0,0,0,612,4,96,0,1,0,3,0,96,2,93,0,96,36,96,2,2024
202441,2024-10-12,2025-02-20,lab,québec chaudière appalaches,41,7,1701,204,1219,3,0,0,2,2,1,1219,30,623,2,1,0,4,0,642,24,624,1,647,146,548,7,2024
202441,2024-10-12,2025-02-20,lab,centre du québec,41,7,2173,386,857,3,0,0,3,3,0,678,42,45,1,0,0,1,0,45,0,45,0,58,18,45,2,2024
202441,2024-10-12,2025-02-20,lab,montréal laval,41,7,1831,228,1714,6,0,0,5,5,1,1602,50,881,9,4,2,0,0,881,16,886,3,904,137,881,7,2024
202441,2024-10-12,2025-02-20,lab,ouest du québec,41,7,1350,204,749,2,0,0,1,1,1,749,12,21,0,0,0,0,0,21,1,21,0,21,7,21,0,2024
202441,2024-10-12,2025-02-20,lab,montérégie,41,7,1700,257,1314,5,0,0,4,4,1,1314,23,10,0,0,0,0,0,10,1,10,0,17,2,10,0,2024
202441,2024-10-12,2025-02-20,province,qc,41,7,10199,1499,7074,19,0,0,15,15,4,6174,161,1676,12,6,2,8,0,1695,44,1679,4,1743,346,1601,18,2024
202441,2024-10-12,2025-02-20,lab,ottawa phl,41,7,216,79,179,0,0,0,0,0,0,179,0,107,0,0,0,0,3,107,1,107,0,107,27,107,0,2024
202441,2024-10-12,2025-02-20,lab,eorla,41,7,775,83,465,1,0,0,1,1,0,465,6,31,1,0,0,0,0,31,0,31,0,31,6,31,0,2024
202441,2024-10-12,2025-02-20,lab,kingston phl,41,7,218,105,186,0,0,0,0,0,0,186,1,83,0,0,0,0,0,83,0,83,0,83,22,83,0,2024
202441,2024-10-12,2025-02-20,lab,peterborough phl,41,7,69,12,135,0,0,0,0,0,0,135,4,98,0,0,0,0,6,98,1,98,0,98,29,98,0,2024
202441,2024-10-12,2025-02-20,lab,cphl toronto,41,7,1503,359,1340,0,1,0,0,0,0,1340,6,1135,0,0,0,0,46,1135,8,1135,2,1135,355,1135,3,2024
202441,2024-10-12,2025-02-20,lab,uhn mount sinai hospital,41,7,1141,133,846,1,0,0,1,1,0,846,2,84,0,1,0,0,0,84,0,84,0,84,8,84,3,2024
202441,2024-10-12,2025-02-20,lab,sick kids hospital toronto,41,7,94,2,125,0,0,0,0,0,0,125,2,126,3,2,0,0,0,125,3,125,0,125,36,125,0,2024
202441,2024-10-12,2025-02-20,lab,shared hospital laboratory,41,7,1659,93,1309,2,1,0,1,2,0,1310,9,1321,0,0,0,0,5,1321,10,1324,3,1324,145,1324,2,2024
202441,2024-10-12,2025-02-20,lab,hamilton phl,41,7,47,18,65,1,2,1,0,1,0,65,0,65,0,0,0,0,5,65,3,65,1,65,15,65,0,2024
202441,2024-10-12,2025-02-20,lab,st josephs hamilton,41,7,1755,120,1610,3,0,0,3,3,0,1610,9,1610,0,0,3,0,0,1610,2,1610,0,1610,227,0,0,2024
202441,2024-10-12,2025-02-20,lab,london phl,41,7,437,135,427,0,0,0,0,0,0,427,0,348,0,0,0,0,10,348,2,348,0,348,60,348,0,2024
202441,2024-10-12,2025-02-20,lab,st josephs london,41,7,495,55,82,0,0,0,0,0,0,82,1,86,0,0,0,0,2,79,0,79,0,79,16,79,0,2024
202441,2024-10-12,2025-02-20,lab,orillia phl,41,7,21,10,19,0,0,0,0,0,0,19,0,14,0,0,0,0,0,14,0,14,0,14,4,14,0,2024
202441,2024-10-12,2025-02-20,lab,sudbury phl,41,7,21,4,30,0,0,0,0,0,0,30,0,26,0,0,0,0,0,26,0,26,0,26,4,26,0,2024
202441,2024-10-12,2025-02-20,lab,timmins phl,41,7,28,10,31,0,0,0,0,0,0,31,1,26,0,0,0,0,0,26,0,26,0,26,6,26,0,2024
202441,2024-10-12,2025-02-20,lab,sault ste marie phl,41,7,18,3,20,0,0,0,0,0,0,20,0,18,0,0,0,0,0,18,0,18,0,18,8,18,0,2024
202441,2024-10-12,2025-02-20,lab,sault area hospital,41,7,81,9,80,0,0,0,0,0,0,80,0,67,1,1,0,0,0,67,0,67,0,67,8,67,1,2024
202441,2024-10-12,2025-02-20,lab,thunder bay phl,41,7,46,10,35,0,0,0,0,0,0,35,0,25,0,0,0,0,1,25,0,25,0,25,1,25,0,2024
202441,2024-10-12,2025-02-20,province,on,41,7,8624,1240,6984,8,4,1,6,8,0,6985,41,5270,5,4,3,0,78,5262,30,5265,6,5265,977,3655,9,2024
202441,2024-10-12,2025-02-20,province,mb,41,7,1277,212,364,0,0,0,0,0,0,364,1,74,0,0,0,2,0,74,2,115,0,74,27,115,0,2024
202441,2024-10-12,2025-02-20,province,sk,41,7,1913,359,1253,10,1,0,6,7,3,1134,0,490,0,2,0,5,0,490,3,490,0,490,89,490,0,2024
202441,2024-10-12,2025-02-20,province,ab,41,7,5535,812,2764,16,10,6,0,16,0,2586,20,1095,7,2,5,0,0,1095,9,1091,0,1074,156,1095,4,2024
202441,2024-10-12,2025-02-20,region,prairies,41,7,8725,1383,4381,26,11,6,6,23,3,4084,21,1659,7,4,5,7,0,1659,14,1696,0,1638,272,1700,4,2024
202441,2024-10-12,2025-02-20,province,bc,41,7,3613,641,3798,44,17,2,1,43,1,3780,21,901,6,3,3,8,0,942,9,901,6,940,210,893,5,2024
202441,2024-10-12,2025-02-20,province,yt,41,7,51,6,38,1,1,0,0,1,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202441,2024-10-12,2025-02-20,province,nt,41,7,54,1,54,2,2,0,0,2,0,54,0,NA,NA,NA,NA,NA,NA,54,0,54,0,54,15,NA,NA,2024
202441,2024-10-12,2025-02-20,province,nu,41,7,125,7,95,0,0,0,0,0,0,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024
202441,2024-10-12,2025-02-20,region,territories,41,7,230,14,187,3,3,0,0,3,0,187,0,NA,NA,NA,NA,NA,NA,54,0,54,0,54,15,NA,NA,2024
202441,2024-10-12,2025-02-20,nation,ca,41,7,35035,5246,25420,101,35,9,29,93,8,24087,254,10427,33,18,16,32,78,10533,111,10516,17,10561,2048,8770,38,2024
202442,2024-10-19,2025-02-20,province,nl,42,8,794,79,678,2,0,0,2,2,0,678,0,678,3,0,0,8,0,678,7,678,0,678,148,678,1,2024
202442,2024-10-19,2025-02-20,province,pe,42,8,208,49,110,0,0,0,0,0,0,110,4,20,0,0,0,0,0,20,1,20,1,20,7,20,0,2024
202442,2024-10-19,2025-02-20,province,ns,42,8,1461,167,1364,0,0,0,0,0,0,1266,3,52,0,0,0,0,0,52,1,52,0,52,16,52,0,2024
202442,2024-10-19,2025-02-20,province,nb,42,8,1156,121,765,0,0,0,0,0,0,765,2,156,2,2,1,0,0,156,2,156,0,156,42,156,3,2024
202442,2024-10-19,2025-02-20,region,atlantic,42,8,3619,416,2917,2,0,0,2,2,0,2819,9,906,5,2,1,8,0,906,11,906,1,906,213,906,4,2024
202442,2024-10-19,2025-02-20,lab,région nord est,42,8,1253,157,1099,1,0,0,1,1,0,661,11,91,0,0,0,0,0,91,7,90,1,91,26,91,3,2024
202442,2024-10-19,2025-02-20,lab,québec chaudière appalaches,42,8,1702,244,1226,9,0,0,7,7,2,1226,28,597,2,0,0,1,0,622,22,599,0,626,125,503,10,2024
202442,2024-10-19,2025-02-20,lab,centre du québec,42,8,2140,373,905,2,0,0,2,2,0,657,46,50,1,0,0,2,0,50,4,50,0,62,24,51,4,2024
202442,2024-10-19,2025-02-20,lab,montréal laval,42,8,1862,308,1870,3,0,0,3,3,0,1741,51,946,8,6,1,4,0,946,18,953,5,978,127,946,4,2024
202442,2024-10-19,2025-02-20,lab,ouest du québec,42,8,1340,231,727,1,0,0,1,1,0,727,10,14,0,0,1,1,0,14,2,14,0,14,8,14,0,2024
202442,2024-10-19,2025-02-20,lab,montérégie,42,8,1661,260,1329,5,0,0,2,2,3,1329,36,12,0,0,0,0,0,12,0,12,0,16,1,12,0,2024
202442,2024-10-19,2025-02-20,province,qc,42,8,9958,1573,7156,21,0,0,16,16,5,6341,182,1710,11,6,2,8,0,1735,53,1718,6,1787,311,1617,21,2024
202442,2024-10-19,2025-02-20,lab,ottawa phl,42,8,186,91,158,1,0,1,0,1,0,158,1,108,0,0,0,0,6,108,0,108,0,108,17,108,1,2024
202442,2024-10-19,2025-02-20,lab,eorla,42,8,827,109,525,6,0,0,4,4,2,525,18,44,2,1,1,0,0,44,0,44,0,44,17,44,1,2024
202442,2024-10-19,2025-02-20,lab,kingston phl,42,8,146,56,58,0,0,0,0,0,0,58,0,35,0,0,0,0,0,35,0,35,0,35,2,35,0,2024
202442,2024-10-19,2025-02-20,lab,peterborough phl,42,8,81,28,116,0,0,0,0,0,0,116,2,42,0,0,0,0,2,42,1,42,0,42,6,42,0,2024
202442,2024-10-19,2025-02-20,lab,cphl toronto,42,8,1536,520,1304,1,2,0,0,1,0,1304,6,983,0,0,0,0,45,984,3,983,1,983,171,983,1,2024
202442,2024-10-19,2025-02-20,lab,uhn mount sinai hospital,42,8,1015,98,968,0,0,0,0,0,0,968,4,99,0,0,0,0,0,99,0,99,1,99,7,99,0,2024
202442,2024-10-19,2025-02-20,lab,sick kids hospital toronto,42,8,93,3,115,1,0,0,1,1,0,115,4,115,3,2,0,1,0,115,2,115,0,115,32,115,1,2024
202442,2024-10-19,2025-02-20,lab,shared hospital laboratory,42,8,1798,92,1432,4,2,0,1,3,1,1433,17,1430,0,0,0,0,10,1430,3,1430,4,1430,100,1430,1,2024
202442,2024-10-19,2025-02-20,lab,hamilton phl,42,8,40,10,39,0,4,1,0,0,0,39,1,37,0,0,0,0,2,37,1,37,0,37,6,37,0,2024
202442,2024-10-19,2025-02-20,lab,st josephs hamilton,42,8,1889,206,1724,9,0,0,9,9,0,1724,14,1724,0,0,1,0,0,1724,2,1724,1,1724,231,0,0,2024
202442,2024-10-19,2025-02-20,lab,london phl,42,8,547,196,483,0,1,0,0,0,0,483,1,374,0,0,0,0,5,374,0,374,0,374,41,374,1,2024
202442,2024-10-19,2025-02-20,lab,st josephs london,42,8,537,78,151,1,0,0,1,1,0,151,4,108,0,0,0,0,1,108,2,108,0,108,17,108,1,2024
202442,2024-10-19,2025-02-20,lab,orillia phl,42,8,18,11,18,0,0,0,0,0,0,18,0,12,0,0,0,0,0,12,0,12,0,12,1,12,0,2024
202442,2024-10-19,2025-02-20,lab,sudbury phl,42,8,15,6,21,0,0,0,0,0,0,21,0,19,0,0,0,0,0,19,0,19,0,19,3,19,0,2024
202442,2024-10-19,2025-02-20,lab,timmins phl,42,8,37,15,35,1,1,0,0,1,0,35,0,32,0,0,0,0,0,32,0,32,0,32,5,32,0,2024
202442,2024-10-19,2025-02-20,lab,sault ste marie phl,42,8,13,6,15,0,0,0,0,0,0,15,0,12,0,0,0,0,0,12,0,12,0,12,4,12,0,2024
202442,2024-10-19,2025-02-20,lab,sault area hospital,42,8,92,15,79,0,0,0,0,0,0,79,1,69,0,0,0,0,0,69,1,69,0,69,14,69,1,2024
202442,2024-10-19,2025-02-20,lab,thunder bay phl,42,8,29,9,20,0,0,0,0,0,0,20,0,17,0,0,0,0,0,17,0,17,0,17,2,17,0,2024
202442,2024-10-19,2025-02-20,province,on,42,8,8899,1549,7261,24,10,2,16,21,3,7262,73,5260,5,3,2,1,71,5261,15,5260,7,5260,676,3536,8,2024
